,0,1,Exist,Pred,True
489,4068,6311,left_only,1,
490,4081,23775,left_only,1,
491,4081,33478,left_only,1,
492,4086,26541,left_only,1,
493,4089,15287,left_only,1,
494,4120,9379,left_only,1,
495,4128,5418,left_only,1,
496,4138,6357,left_only,1,
497,4146,1183,left_only,1,
498,4149,4303,left_only,1,
499,4149,25414,left_only,1,
500,4156,7971,left_only,1,
501,4168,22540,left_only,1,
502,4169,31982,left_only,1,
503,4182,3353,left_only,1,
504,4187,9694,both,,
505,4187,14577,both,,
506,4187,14716,both,,
507,4187,17099,both,,
508,4195,11947,left_only,1,
509,4208,1882,left_only,1,
510,4213,1052,left_only,1,
511,4213,3185,left_only,1,
512,4215,3919,left_only,1,
513,4236,18126,left_only,1,
514,4252,26361,left_only,1,
515,4258,18468,left_only,1,
516,4268,24632,left_only,1,
517,4282,17092,left_only,1,
518,4295,32156,left_only,1,
519,4296,26283,left_only,1,
520,4310,13179,left_only,1,
521,4317,11909,left_only,1,
522,4320,7543,left_only,1,
523,4321,5283,left_only,1,
524,4322,15539,left_only,1,
525,4332,12597,left_only,1,
526,4337,15255,left_only,1,
527,4352,21259,left_only,1,
528,4373,23566,left_only,1,
529,4380,30632,left_only,1,
530,4383,3076,left_only,1,
531,4383,14624,left_only,1,
532,4393,13876,left_only,1,
533,4396,11944,left_only,1,
534,4399,23455,left_only,1,
535,4399,23847,left_only,1,
536,4419,10766,both,,
537,4419,24551,both,,
538,4422,31004,left_only,1,
539,4434,4149,left_only,1,
540,4443,3257,left_only,1,
541,4468,18816,left_only,1,
542,4477,21443,left_only,1,
543,4488,12005,left_only,1,
544,4491,5396,both,,
545,4500,3259,left_only,1,
546,4508,20066,left_only,1,
547,4519,12004,left_only,1,
548,4532,29090,left_only,1,
549,4536,12013,left_only,1,
550,4551,8599,left_only,1,
551,4555,23905,left_only,1,
552,4558,8402,left_only,1,
553,4561,34071,left_only,1,
554,4572,2901,left_only,1,
555,4572,30219,left_only,1,
556,4584,1105,left_only,1,
557,4587,17154,left_only,1,
558,4588,33414,left_only,1,
559,4600,24872,both,,
560,4603,27813,left_only,1,
561,4605,19401,left_only,1,
562,4605,23821,left_only,1,
563,4609,7174,left_only,1,
564,4610,4261,left_only,1,
565,4615,29577,left_only,1,
566,4619,25552,left_only,1,
567,4631,3228,left_only,1,
568,4632,3002,left_only,1,
569,4639,32973,left_only,1,
570,4640,3105,left_only,1,
571,4642,8061,left_only,1,
572,4655,15766,left_only,1,
573,4664,9212,left_only,1,
574,4668,3099,left_only,1,
575,4677,8825,left_only,1,
576,4681,13149,left_only,1,
577,4683,8715,both,,
578,4705,2133,left_only,1,
579,4713,25108,left_only,1,
580,4714,5704,left_only,1,
581,4724,26866,left_only,1,
582,4725,33296,left_only,1,
583,4728,13745,left_only,1,
584,4731,11470,left_only,1,
585,4733,29945,left_only,1,
586,4734,624,left_only,1,
587,4737,22893,left_only,1,
588,4747,2364,left_only,1,
589,4754,19631,left_only,1,
590,4760,32807,left_only,1,
591,4775,4503,left_only,1,
592,4775,30515,left_only,1,
593,4777,25067,left_only,1,
594,4778,16957,left_only,1,
595,4795,33461,left_only,1,
596,4804,6548,left_only,1,
597,4822,20412,left_only,1,
598,4834,11230,left_only,1,
599,4838,25672,left_only,1,
600,4844,17582,left_only,1,
601,4845,5121,left_only,1,
602,4849,12730,left_only,1,
603,4851,26200,left_only,1,
604,4853,30548,left_only,1,
605,4857,24872,both,,
606,4886,10757,left_only,1,
607,4888,9881,left_only,1,
608,4910,31490,left_only,1,
609,4916,20451,left_only,1,
610,4923,12883,left_only,1,
611,4929,6658,left_only,1,
612,4929,18815,left_only,1,
613,4939,18252,left_only,1,
614,4941,14770,left_only,1,
615,4943,2408,left_only,1,
616,4950,31078,left_only,1,
617,4953,13914,left_only,1,
618,4955,29981,left_only,1,
619,4956,5228,left_only,1,
620,4957,6549,left_only,1,
621,4957,27032,left_only,1,
622,4962,12786,left_only,1,
623,4968,29745,left_only,1,
624,4976,24863,left_only,1,
625,4978,24791,left_only,1,
626,4994,10534,left_only,1,
627,5002,11238,both,,
628,5008,31219,left_only,1,
629,5025,28235,left_only,1,
630,5034,1402,left_only,1,
631,5035,24546,left_only,1,
632,5038,18563,left_only,1,
633,5043,4464,left_only,1,
634,5051,17617,left_only,1,
635,5054,25413,left_only,1,
636,5073,8580,left_only,1,
637,5076,20752,left_only,1,
638,5085,2356,left_only,1,
639,5089,31820,left_only,1,
640,5108,11958,left_only,1,
641,5117,23570,left_only,1,
642,5123,25332,left_only,1,
643,5127,106,left_only,1,
644,5138,13085,left_only,1,
645,5149,31531,left_only,1,
646,5150,236,left_only,1,
647,5153,8871,left_only,1,
648,5180,33918,left_only,1,
649,5189,27119,left_only,1,
650,5193,6183,left_only,1,
651,5197,639,both,,
652,5197,1909,both,,
653,5198,4200,left_only,1,
654,5199,7844,left_only,1,
655,5217,10932,left_only,1,
656,5230,16217,left_only,1,
657,5230,29590,left_only,1,
658,5230,32878,left_only,1,
659,5258,17746,left_only,1,
660,5260,8277,left_only,1,
661,5278,9074,left_only,1,
662,5280,8935,left_only,1,
663,5283,29111,left_only,1,
664,5287,19388,left_only,1,
665,5289,2158,left_only,1,
666,5290,1274,left_only,1,
667,5290,6789,left_only,1,
668,5298,8210,left_only,1,
669,5307,32934,left_only,1,
670,5311,26107,left_only,1,
671,5315,15630,left_only,1,
672,5327,16161,left_only,1,
673,5350,6229,left_only,1,
674,5363,16726,left_only,1,
675,5364,31023,left_only,1,
676,5365,16095,left_only,1,
677,5371,31255,left_only,1,
678,5405,588,left_only,1,
679,5409,19959,left_only,1,
680,5424,29982,left_only,1,
681,5428,33563,left_only,1,
682,5432,20576,left_only,1,
683,5443,16516,left_only,1,
684,5451,24680,left_only,1,
685,5457,11991,left_only,1,
686,5460,27872,left_only,1,
687,5464,27299,left_only,1,
688,5465,25305,both,,
689,5465,28610,both,,
690,5470,17364,left_only,1,
691,5473,21307,left_only,1,
692,5523,22193,left_only,1,
693,5533,20082,left_only,1,
694,5538,1417,left_only,1,
695,5540,32179,left_only,1,
696,5554,21414,left_only,1,
697,5559,7479,left_only,1,
698,5559,18156,left_only,1,
699,5563,21459,left_only,1,
700,5570,25381,left_only,1,
701,5573,3862,left_only,1,
702,5576,15870,left_only,1,
703,5578,28387,left_only,1,
704,5587,10712,left_only,1,
705,5609,13003,left_only,1,
706,5618,11590,left_only,1,
707,5619,8715,both,,
708,5619,26816,both,,
709,5629,30533,left_only,1,
710,5630,15142,left_only,1,
711,5636,33498,left_only,1,
712,5651,22399,left_only,1,
713,5675,22086,left_only,1,
714,5676,1892,left_only,1,
715,5695,7300,both,,
716,5695,18456,both,,
717,5695,25224,left_only,1,
718,5695,28009,both,,
719,5697,26680,left_only,1,
720,5699,18576,left_only,1,
721,5707,13007,left_only,1,
722,5721,14291,left_only,1,
723,5731,4338,left_only,1,
724,5738,25363,left_only,1,
725,5742,15853,left_only,1,
726,5744,13369,left_only,1,
727,5749,33459,left_only,1,
728,5758,10222,left_only,1,
729,5767,15731,left_only,1,
730,5770,17353,left_only,1,
731,5771,11349,left_only,1,
732,5774,6881,left_only,1,
733,5783,11875,both,,
734,5783,25305,both,,
735,5785,18054,left_only,1,
736,5791,22747,left_only,1,
737,5794,21369,left_only,1,
738,5795,10485,left_only,1,
739,5796,8,left_only,1,
740,5799,24860,left_only,1,
741,5800,9008,left_only,1,
742,5807,20619,left_only,1,
743,5816,30519,left_only,1,
744,5818,10028,left_only,1,
745,5833,17316,left_only,1,
746,5840,16423,left_only,1,
747,5844,31437,left_only,1,
748,5846,30355,left_only,1,
749,5846,30623,left_only,1,
750,5847,13128,left_only,1,
751,5856,25539,left_only,1,
752,5861,11495,left_only,1,
753,5863,19062,left_only,1,
754,5883,17111,left_only,1,
755,5890,13445,left_only,1,
756,5908,24437,left_only,1,
757,5913,30354,left_only,1,
758,5921,7081,left_only,1,
759,5932,4213,left_only,1,
760,5938,26723,left_only,1,
761,5940,7922,both,,
762,5940,8215,both,,
763,5940,31759,both,,
764,5943,19027,left_only,1,
765,5944,4917,left_only,1,
766,5947,34390,left_only,1,
767,5948,10092,left_only,1,
768,5953,14185,left_only,1,
769,5953,30506,left_only,1,
770,5959,26262,left_only,1,
771,5961,13656,left_only,1,
772,5964,21196,left_only,1,
773,5966,9253,left_only,1,
774,5968,11140,left_only,1,
775,5980,25997,left_only,1,
776,5986,21597,left_only,1,
777,5989,2389,left_only,1,
778,6008,5231,left_only,1,
779,6013,22105,left_only,1,
780,6024,32912,left_only,1,
781,6040,19573,left_only,1,
782,6042,23931,left_only,1,
783,6063,30540,left_only,1,
784,6069,33447,left_only,1,
785,6077,28539,left_only,1,
786,6093,22797,left_only,1,
787,6100,23081,left_only,1,
788,6121,12933,both,,
789,6122,23971,left_only,1,
790,6123,20468,left_only,1,
791,6129,10483,left_only,1,
792,6131,12319,left_only,1,
793,6162,9838,left_only,1,
794,6163,3420,left_only,1,
795,6168,19215,left_only,1,
796,6174,15542,left_only,1,
797,6177,34358,left_only,1,
798,6179,7416,left_only,1,
799,6180,30388,left_only,1,
800,6181,13327,left_only,1,
801,6184,28343,left_only,1,
802,6185,25966,left_only,1,
803,6186,28032,left_only,1,
804,6204,26602,left_only,1,
805,6218,11589,left_only,1,
806,6219,26624,left_only,1,
807,6252,16928,left_only,1,
808,6267,22065,left_only,1,
809,6278,1754,left_only,1,
810,6290,10655,left_only,1,
811,6292,15878,both,,
812,6292,16833,both,,
813,6293,23153,left_only,1,
814,6295,26185,left_only,1,
815,6296,24754,left_only,1,
816,6303,25350,left_only,1,
817,6308,27857,left_only,1,
818,6309,33618,left_only,1,
819,6312,22215,left_only,1,
820,6316,29930,left_only,1,
821,6336,4457,left_only,1,
822,6347,19499,left_only,1,
823,6349,13425,left_only,1,
824,6350,28736,left_only,1,
825,6353,16920,left_only,1,
826,6353,34189,left_only,1,
827,6355,9656,left_only,1,
828,6359,30713,left_only,1,
829,6363,30171,left_only,1,
830,6367,24243,left_only,1,
831,6369,10329,both,,
832,6369,34499,both,,
833,6370,821,left_only,1,
834,6380,5499,left_only,1,
835,6399,34835,left_only,1,
836,6402,11560,left_only,1,
837,6417,34199,left_only,1,
838,6429,21169,left_only,1,
839,6449,33544,left_only,1,
840,6452,13336,left_only,1,
841,6479,11238,both,,
842,6486,11384,left_only,1,
843,6493,638,left_only,1,
844,6496,6263,left_only,1,
845,6519,28744,left_only,1,
846,6530,30354,left_only,1,
847,6531,2919,left_only,1,
848,6545,2534,left_only,1,
849,6554,30674,left_only,1,
850,6562,34073,left_only,1,
851,6566,4009,left_only,1,
852,6566,34838,left_only,1,
853,6569,1137,left_only,1,
854,6614,13803,left_only,1,
855,6622,17813,left_only,1,
856,6624,5772,left_only,1,
857,6639,8211,left_only,1,
858,6642,26041,left_only,1,
859,6669,9483,left_only,1,
860,6675,20948,left_only,1,
861,6676,9792,left_only,1,
862,6676,19618,left_only,1,
863,6700,26573,left_only,1,
864,6701,4297,left_only,1,
865,6712,10380,left_only,1,
866,6724,28273,left_only,1,
867,6727,17418,left_only,1,
868,6731,12627,left_only,1,
869,6732,16883,left_only,1,
870,6740,7491,left_only,1,
871,6741,24083,left_only,1,
872,6745,20572,left_only,1,
873,6748,11903,left_only,1,
874,6767,25682,left_only,1,
875,6779,16976,left_only,1,
876,6788,6150,left_only,1,
877,6803,6400,both,,
878,6812,5969,left_only,1,
879,6812,30540,left_only,1,
880,6824,22193,left_only,1,
881,6825,2911,left_only,1,
882,6832,22474,left_only,1,
883,6833,32635,left_only,1,
884,6846,23627,left_only,1,
885,6846,34200,left_only,1,
886,6852,26856,left_only,1,
887,6863,132,left_only,1,
888,6871,27851,left_only,1,
889,6882,23561,left_only,1,
890,6884,28990,left_only,1,
891,6888,26067,left_only,1,
892,6894,11238,both,,
893,6896,4697,left_only,1,
894,6899,9475,left_only,1,
895,6914,21655,left_only,1,
896,6918,8165,left_only,1,
897,6918,24252,left_only,1,
898,6919,294,left_only,1,
899,6963,16190,left_only,1,
900,6967,7758,left_only,1,
901,6967,11511,left_only,1,
902,6977,11236,left_only,1,
903,6979,32005,left_only,1,
904,6992,662,left_only,1,
905,6992,21683,left_only,1,
906,7005,13646,left_only,1,
907,7024,22460,left_only,1,
908,7055,21766,left_only,1,
909,7057,15574,left_only,1,
910,7067,25012,left_only,1,
911,7073,19404,left_only,1,
912,7073,31628,left_only,1,
913,7089,21314,left_only,1,
914,7102,13923,left_only,1,
915,7117,9885,left_only,1,
916,7131,23079,left_only,1,
917,7133,4651,left_only,1,
918,7133,14851,left_only,1,
919,7146,9524,left_only,1,
920,7149,13473,left_only,1,
921,7164,31445,left_only,1,
922,7170,26118,left_only,1,
923,7176,30128,left_only,1,
924,7178,21654,left_only,1,
925,7179,32765,left_only,1,
926,7186,7742,left_only,1,
927,7201,23092,both,,
928,7214,33830,left_only,1,
929,7228,22754,left_only,1,
930,7236,3260,left_only,1,
931,7239,18610,both,,
932,7239,24937,both,,
933,7243,14050,left_only,1,
934,7243,19044,left_only,1,
935,7247,26338,left_only,1,
936,7270,24971,left_only,1,
937,7271,11301,left_only,1,
938,7277,50,both,,
939,7277,23376,both,,
940,7278,236,left_only,1,
941,7316,11240,left_only,1,
942,7322,5459,left_only,1,
943,7327,27545,left_only,1,
944,7329,30608,left_only,1,
945,7330,24936,left_only,1,
946,7355,25040,left_only,1,
947,7386,25217,left_only,1,
948,7390,25820,left_only,1,
949,7397,11944,left_only,1,
950,7413,34199,both,,
951,7415,3276,left_only,1,
